"","pit_tag_number","observable","value","method","collection","unit","event","trial"
"1978","0900008800751511","neutrophils_abs","1.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1979","0900008800751511","aspartate_aminotransferase","247.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1980","0900008800751511","monocytes","1.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1981","0900008800751511","calcium","2.73","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1982","0900008800751511","glutamate_dehydrogenase","93.7","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1983","0900008800751511","lymphocytes","93.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1984","0900008800751511","monocytes_abs","0.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1985","0900008800751511","white_blood_cell_count","19.8","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1986","0900008800751511","neutrophils","6.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1987","0900008800751511","prostaglandin_e2","81.89","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"1988","0900008800751511","potassium","3.8","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1989","0900008800751511","triglycerides","1.05","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1990","0900008800751511","alanine_aminotransferase","4.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1991","0900008800751511","total_protein","37.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"1992","0900008800751511","creatinine","14.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"1993","0900008800751511","albumin","16.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"1994","0900008800751513","phosphate","4.3","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1995","0900008800751513","calcium","2.85","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1996","0900008800751513","haematocrit","39.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1997","0900008800751513","cortisol","348.0","plasma","blood_analyses","nmol/L","WT14","salmon_trial_1"
"1998","0900008800751513","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1999","0900008800751513","creatinine","48.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"2000","0900008800751513","prostaglandin_e2","78.5","plasma","blood_analyses","pg/mL","WT14","salmon_trial_1"
"2001","0900008800752553","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"2002","0900008800752553","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2003","0900008800752553","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"2004","0900008800752593","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"2005","0900008800752593","buffy_coat_thickness","~1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"2006","0900008800752593","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2007","0900008800752593","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"2008","0900008800752593","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2009","0900008800752593","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2010","0900008800752619","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2011","0900008800752619","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2012","0900008800752619","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"2013","0900008800752619","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"2014","0900008800752619","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2015","0900008800752619","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"2016","0900008800752635","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"2017","0900008800752635","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2018","0900008800752635","buffy_coat_thickness","0_to_0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2019","0900008800752635","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2020","0900008800752635","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2021","0900008800752635","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"2022","0900008800752667","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"2023","0900008800752667","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2024","0900008800752667","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2025","0900008800752667","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2026","0900008800752667","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2027","0900008800752667","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"2028","0900008800752674","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2029","0900008800752674","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2030","0900008800752674","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2031","0900008800752674","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2032","0900008800752674","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"2033","0900008800752674","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"2034","0900008800752676","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2035","0900008800752676","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"2036","0900008800752676","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2037","0900008800752676","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2038","0900008800752676","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"2039","0900008800752676","buffy_coat_thickness","0_to_0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2040","0900008800752679","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"2041","0900008800752679","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2042","0900008800752679","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2043","0900008800752679","thick_buffy_coat","n","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"2044","0900008800752679","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2045","0900008800752679","buffy_coat_thickness","n/a","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2046","0900008800752713","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2047","0900008800752713","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2048","0900008800752713","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"2049","0900008800752713","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"2050","0900008800752713","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2051","0900008800752713","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2052","0900008800752739","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2053","0900008800752739","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"2054","0900008800752739","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2055","0900008800752739","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"2056","0900008800752739","colour","pink","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"2057","0900008800752739","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2058","0900008800752782","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"2059","0900008800752782","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"2060","0900008800752782","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2061","0900008800752782","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2062","0900008800752782","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"2063","0900008800752782","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2064","0900008800752787","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"2065","0900008800752787","colour","clear","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"2066","0900008800752787","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2067","0900008800752787","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2068","0900008800752787","buffy_coat_thickness","0.5_to_2","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"2069","0900008800752787","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2070","0900008800752823","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2071","0900008800752823","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2072","0900008800752823","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2073","0900008800752823","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"2074","0900008800752823","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"2075","0900008800752823","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2076","0900008800752825","thick_buffy_coat","y","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"2077","0900008800752825","colour","normal","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"2078","0900008800752825","buffy_coat_thickness","0.5_to_1","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"2079","0900008800752825","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2080","0900008800752825","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2081","0900008800752825","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2082","0900008800752828","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2083","0900008800752828","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2084","0900008800752828","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2085","0900008800752828","colour","normal","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"2086","0900008800752828","thick_buffy_coat","y","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"2087","0900008800752828","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"2088","0900008800752830","colour","normal","plasma","blood_analyses",NA,"WT14","salmon_trial_1"
"2089","0900008800752830","thick_buffy_coat","n","haematology","blood_analyses","logical","WT14","salmon_trial_1"
"2090","0900008800752830","buffy_coat_thickness","n/a","haematology","blood_analyses","mm","WT14","salmon_trial_1"
"2091","0900008800752830","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2092","0900008800752830","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2093","0900008800752830","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT14","salmon_trial_1"
"2094","0900008800752833","buffy_coat_thickness","0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2095","0900008800752833","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2096","0900008800752833","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"2097","0900008800752833","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2098","0900008800752833","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"2099","0900008800752833","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2100","0900008800752869","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2101","0900008800752869","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"2102","0900008800752869","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2103","0900008800752869","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2104","0900008800752869","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2105","0900008800752869","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"2106","0900008800752906","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2107","0900008800752906","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"2108","0900008800752906","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2109","0900008800752906","buffy_coat_thickness","0_to_0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2110","0900008800752906","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2111","0900008800752906","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"2112","0900008800752925","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2113","0900008800752925","colour","normal","plasma","blood_analyses",NA,"WT7","salmon_trial_1"
"2114","0900008800752925","erythrocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2115","0900008800752925","thick_buffy_coat","y","haematology","blood_analyses","logical","WT7","salmon_trial_1"
"2116","0900008800752925","leucocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
"2117","0900008800752925","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2118","0900008800752980","buffy_coat_thickness","~0.5","haematology","blood_analyses","mm","WT7","salmon_trial_1"
"2119","0900008800752980","thrombocyte_appearance","normal","haematology","blood_analyses",NA,"WT7","salmon_trial_1"
